job_id,skill_abr,skill_name
3693589289,OTHR,Other
3693589293,OTHR,Other
3693589294,OTHR,Other
3693589295,OTHR,Other
3693589296,OTHR,Other
3693589299,OTHR,Other
3693589301,OTHR,Other
3693589302,OTHR,Other
3693589303,OTHR,Other
3693589304,OTHR,Other
3693590022,IT,Information Technology
3693590022,ANLS,Analytics
3693590036,WRT,Writing
3693590036,STRA,Strategy
3693590036,RSCH,Research
3693590050,ENG,Engineering
3693590050,IT,Information Technology
3693590051,ENG,Engineering
3693590051,IT,Information Technology
3693590054,IT,Information Technology
3693590063,MGMT,Management
3693590063,OTHR,Other
3693590072,ENG,Engineering
3693590072,IT,Information Technology
3693590076,IT,Information Technology
3693590080,CUST,Customer Service
3693590087,MGMT,Management
3693590087,MNFC,Manufacturing
3693590091,DSGN,Design
3693590091,ART,Arts
3693590091,IT,Information Technology
3693590095,RSCH,Research
3693590095,ENG,Engineering
3693590095,PRJM,Project Management
3693590096,PRJM,Project Management
3693590096,IT,Information Technology
3693590101,FIN,Finance
3693590101,MGMT,Management
3693590101,BD,Business Development
3693590107,SALE,Sales
3693590107,BD,Business Development
3693590108,ADM,Administration
3693590112,CNSL,Consulting
3693590113,OTHR,Other
3693590117,LGL,Legal
3693590120,OTHR,Other
3693590122,OTHR,Other
3693590137,MGMT,Management
3693590137,MNFC,Manufacturing
3693590143,MGMT,Management
3693590143,FIN,Finance
3693590143,STRA,Strategy
3693590159,HCPR,Healthcare
3693590179,ACCT,Accounting
3693590181,OTHR,Other
3693590183,OTHR,Other
3693590184,OTHR,Other
3693590185,OTHR,Other
3693590186,OTHR,Other
3693590190,OTHR,Other
3693590191,OTHR,Other
3693590211,PRJM,Project Management
3693590211,MNFC,Manufacturing
3693590211,SUPL,Supply Chain
3693590216,HCPR,Healthcare
3693590216,OTHR,Other
3693590231,IT,Information Technology
3693590232,HCPR,Healthcare
3693590233,CUST,Customer Service
3693590246,OTHR,Other
3693590252,OTHR,Other
3693590254,OTHR,Other
3693590257,OTHR,Other
3693590258,OTHR,Other
3693590259,OTHR,Other
3693590260,OTHR,Other
3693590261,IT,Information Technology
3693590263,ADM,Administration
3693590267,DSGN,Design
3693590267,ART,Arts
3693590267,IT,Information Technology
3693590268,IT,Information Technology
3693590269,OTHR,Other
3693590270,OTHR,Other
3693590283,SALE,Sales
3693590283,BD,Business Development
3693590285,OTHR,Other
3693590286,OTHR,Other
3693590292,OTHR,Other
3693590798,SALE,Sales
3693590798,BD,Business Development
3693591001,IT,Information Technology
3693591006,MRKT,Marketing
3693591009,ACCT,Accounting
3693591030,HR,Human Resources
3693591030,MGMT,Management
3693591031,ANLS,Analytics
3693591031,PRJM,Project Management
3693591031,RSCH,Research
3693591052,ENG,Engineering
3693591052,IT,Information Technology
3693591054,FIN,Finance
3693591054,ACCT,Accounting
3693591056,OTHR,Other
3693591062,MRKT,Marketing
3693591066,ENG,Engineering
3693591066,IT,Information Technology
3693591069,FIN,Finance
3693591075,SALE,Sales
3693591075,MRKT,Marketing
3693591096,MNFC,Manufacturing
3693591101,ENG,Engineering
3693591101,IT,Information Technology
3693591101,FIN,Finance
3693591116,OTHR,Other
3693591125,SALE,Sales
3693591128,IT,Information Technology
3693591130,OTHR,Other
3693591133,OTHR,Other
3693591137,FIN,Finance
3693591138,OTHR,Other
3693591139,OTHR,Other
3693591146,SALE,Sales
3693591148,OTHR,Other
3693591149,OTHR,Other
3693591155,OTHR,Other
3693591156,OTHR,Other
3693591170,OTHR,Other
3693591177,OTHR,Other
3693591741,DSGN,Design
3693591741,ART,Arts
3693591741,IT,Information Technology
3693591814,EDU,Education
3693591814,TRNG,Training
3693591979,ADM,Administration
3693592002,CNSL,Consulting
3693592002,ENG,Engineering
3693592002,QA,Quality Assurance
3693592006,OTHR,Other
3693592007,OTHR,Other
3693592008,OTHR,Other
3693592009,OTHR,Other
3693592013,FIN,Finance
3693592013,ADM,Administration
3693592015,OTHR,Other
3693592016,OTHR,Other
3693592017,OTHR,Other
3693592018,OTHR,Other
3693592031,IT,Information Technology
3693592037,ACCT,Accounting
3693592037,FIN,Finance
3693592059,IT,Information Technology
3693592061,HCPR,Healthcare
3693592061,OTHR,Other
3693592074,MGMT,Management
3693592074,MNFC,Manufacturing
3693592078,OTHR,Other
3693592079,OTHR,Other
3693592080,OTHR,Other
3693592086,OTHR,Other
3693592087,OTHR,Other
3693592089,OTHR,Other
3693592090,OTHR,Other
3693592095,OTHR,Other
3693592096,OTHR,Other
3693592097,OTHR,Other
3693592098,OTHR,Other
3693592100,OTHR,Other
3693592103,BD,Business Development
3693592103,CNSL,Consulting
3693592103,SALE,Sales
3693592104,OTHR,Other
3693592108,HCPR,Healthcare
3693592112,OTHR,Other
3693592113,OTHR,Other
3693592118,OTHR,Other
3693592119,OTHR,Other
3693592120,SALE,Sales
3693592120,BD,Business Development
3693592126,OTHR,Other
3693592437,ADM,Administration
3693592657,MGMT,Management
3693592657,MNFC,Manufacturing
3693593002,OTHR,Other
3693593005,OTHR,Other
3693593006,OTHR,Other
3693593011,OTHR,Other
3693593015,OTHR,Other
3693593016,OTHR,Other
3693593017,OTHR,Other
3693593022,OTHR,Other
3693593024,OTHR,Other
3693593025,OTHR,Other
3693593027,ENG,Engineering
3693593027,IT,Information Technology
3693593028,OTHR,Other
3693593029,OTHR,Other
3693593033,OTHR,Other
3693593034,OTHR,Other
3693593042,OTHR,Other
3693594001,ANLS,Analytics
3693594001,FIN,Finance
3693594001,IT,Information Technology
3693594002,OTHR,Other
3693594003,HCPR,Healthcare
3693594003,OTHR,Other
3693594015,OTHR,Other
3693594018,OTHR,Other
3693594021,OTHR,Other
3693594529,ENG,Engineering
3693594529,DSGN,Design
3693594529,OTHR,Other
3693594908,HCPR,Healthcare
3693594915,DSGN,Design
3693594915,ART,Arts
3693594915,IT,Information Technology
3693595644,HCPR,Healthcare
3693595813,PRJM,Project Management
3693595813,MGMT,Management
3693595813,PRDM,Product Management
3693595817,STRA,Strategy
3693595817,ANLS,Analytics
3693595817,IT,Information Technology
3693595831,PRJM,Project Management
3693595831,MGMT,Management
3693595831,PRDM,Product Management
3693595845,IT,Information Technology
3693595845,CNSL,Consulting
3693595845,ENG,Engineering
3693595847,IT,Information Technology
3693595847,CNSL,Consulting
3693595847,ENG,Engineering
3693595852,BD,Business Development
3693595852,IT,Information Technology
3693595871,MGMT,Management
3693595871,MNFC,Manufacturing
3693595880,OTHR,Other
3693595882,ADM,Administration
3693595883,OTHR,Other
3693595911,FIN,Finance
3693595911,SALE,Sales
3693595915,HCPR,Healthcare
3693595918,EDU,Education
3693595918,TRNG,Training
3693595929,ENG,Engineering
3693595929,IT,Information Technology
3693595934,MGMT,Management
3693595934,OTHR,Other
3693595937,ACCT,Accounting
3693595937,FIN,Finance
3693595942,OTHR,Other
3693595946,ACCT,Accounting
3693595946,FIN,Finance
3693595948,ACCT,Accounting
3693595948,CNSL,Consulting
3693595948,FIN,Finance
3693595958,HCPR,Healthcare
3693595993,MGMT,Management
3693595993,MNFC,Manufacturing
3693595994,PRJM,Project Management
3693595994,IT,Information Technology
3693596228,IT,Information Technology
3693596487,IT,Information Technology
3693596487,CNSL,Consulting
3693596487,ENG,Engineering
3693596501,DSGN,Design
3693596501,ART,Arts
3693596501,IT,Information Technology
3693596505,SALE,Sales
3693596505,ADVR,Advertising
3693596505,BD,Business Development
3693596506,SALE,Sales
3693596506,ADVR,Advertising
3693596506,BD,Business Development
3693596514,MGMT,Management
3693596514,DIST,Distribution
3693596514,SUPL,Supply Chain
3693596522,SALE,Sales
3693596522,BD,Business Development
3693596534,MGMT,Management
3693596534,MNFC,Manufacturing
3693596548,BD,Business Development
3693596548,SALE,Sales
3693596564,SALE,Sales
3693596564,BD,Business Development
3693596585,RSCH,Research
3693596585,ANLS,Analytics
3693596585,IT,Information Technology
3693596592,ENG,Engineering
3693596597,ANLS,Analytics
3693596597,IT,Information Technology
3693596597,CUST,Customer Service
3693596598,ACCT,Accounting
3693596617,ACCT,Accounting
3693596617,FIN,Finance
3693596630,ENG,Engineering
3693596630,CNSL,Consulting
3693596630,PRJM,Project Management
3693596641,HR,Human Resources
3693596641,ADM,Administration
3693596641,MGMT,Management
3693596642,ADM,Administration
3693596642,ACCT,Accounting
3693596642,FIN,Finance
3693596652,MGMT,Management
3693596652,MNFC,Manufacturing
3693596666,FIN,Finance
3693596666,SALE,Sales
3693596668,OTHR,Other
3693596668,ENG,Engineering
3693596707,CUST,Customer Service
3693596707,SALE,Sales
3693596707,BD,Business Development
3693596710,QA,Quality Assurance
3693596717,OTHR,Other
3693596721,BD,Business Development
3693596721,ANLS,Analytics
3693596721,STRA,Strategy
3693596724,OTHR,Other
3693596735,ADM,Administration
3693596735,FIN,Finance
3693596736,MGMT,Management
3693596736,BD,Business Development
3693596736,STRA,Strategy
3693596739,HCPR,Healthcare
3693596741,ENG,Engineering
3693596741,IT,Information Technology
3693596749,ADM,Administration
3693596751,ENG,Engineering
3693596751,IT,Information Technology
3693596755,MGMT,Management
3693596758,MRKT,Marketing
3693596758,SALE,Sales
3693596788,PRJM,Project Management
3693596788,IT,Information Technology
3693596796,ADM,Administration
3693596796,OTHR,Other
3693596796,MGMT,Management
3693596797,HCPR,Healthcare
3693596815,OTHR,Other
3693596827,PRJM,Project Management
3693596828,ENG,Engineering
3693596828,IT,Information Technology
3693596831,ENG,Engineering
3693596831,MNFC,Manufacturing
3693596831,PRJM,Project Management
3693596832,LGL,Legal
3693596867,SALE,Sales
3693596867,BD,Business Development
3693596878,MGMT,Management
3693596878,MNFC,Manufacturing
3693596885,IT,Information Technology
3693596886,CNSL,Consulting
3693596886,IT,Information Technology
3693596886,SALE,Sales
3693596890,OTHR,Other
3693596904,ENG,Engineering
3693596906,RSCH,Research
3693596911,LGL,Legal
3693596913,SALE,Sales
3693596913,BD,Business Development
3693596927,PRJM,Project Management
3693596972,ACCT,Accounting
3693597195,IT,Information Technology
3693597209,ADM,Administration
3693597481,IT,Information Technology
3693597481,CNSL,Consulting
3693597481,ENG,Engineering
3693597482,PRJM,Project Management
3693597482,IT,Information Technology
3693597482,PRDM,Product Management
3693597493,MGMT,Management
3693597493,DIST,Distribution
3693597493,SUPL,Supply Chain
3693597495,STRA,Strategy
3693597495,ANLS,Analytics
3693597495,IT,Information Technology
3693597496,BD,Business Development
3693597496,IT,Information Technology
3693597505,PRJM,Project Management
3693597505,IT,Information Technology
3693597505,PRDM,Product Management
3693597509,QA,Quality Assurance
3693597509,IT,Information Technology
3693597509,ENG,Engineering
3693597538,HCPR,Healthcare
3693597541,MRKT,Marketing
3693597541,SALE,Sales
3693597586,MGMT,Management
3693597586,MNFC,Manufacturing
3693597590,IT,Information Technology
3693597590,PRJM,Project Management
3693597590,BD,Business Development
3693597593,MGMT,Management
3693597593,MNFC,Manufacturing
3693597599,LGL,Legal
3693597613,DSGN,Design
3693597613,ART,Arts
3693597613,IT,Information Technology
3693597647,QA,Quality Assurance
3693597660,EDU,Education
3693597660,TRNG,Training
3693597661,ENG,Engineering
3693597661,MNFC,Manufacturing
3693597661,PRJM,Project Management
3693597663,MGMT,Management
3693597663,MNFC,Manufacturing
3693597665,ACCT,Accounting
3693597665,CNSL,Consulting
3693597668,ACCT,Accounting
3693597668,FIN,Finance
3693597687,CUST,Customer Service
3693597687,HR,Human Resources
3693597687,MRKT,Marketing
3693597697,HR,Human Resources
3693597703,RSCH,Research
3693597703,PR,Public Relations
3693597703,ANLS,Analytics
3693597724,ANLS,Analytics
3693597724,IT,Information Technology
3693597725,SALE,Sales
3693597725,BD,Business Development
3693597730,OTHR,Other
3693597736,ACCT,Accounting
3693597736,FIN,Finance
3693597746,SALE,Sales
3693597746,BD,Business Development
3693597749,ACCT,Accounting
3693597749,FIN,Finance
3693597749,CNSL,Consulting
3693597760,ACCT,Accounting
3693597760,BD,Business Development
3693597760,FIN,Finance
3693597761,PRJM,Project Management
3693597761,IT,Information Technology
3693597763,IT,Information Technology
3693597769,HCPR,Healthcare
3693597797,PRJM,Project Management
3693597797,IT,Information Technology
3693597832,ENG,Engineering
3693597832,PRJM,Project Management
3693597854,ENG,Engineering
3693597854,PRJM,Project Management
3693597860,IT,Information Technology
3693597864,ACCT,Accounting
3693597864,FIN,Finance
3693597868,IT,Information Technology
3693597889,IT,Information Technology
3693597898,SALE,Sales
3693597898,BD,Business Development
3693597913,ENG,Engineering
3693597913,IT,Information Technology
3693597914,RSCH,Research
3693597914,ANLS,Analytics
3693597914,IT,Information Technology
3693597915,HR,Human Resources
3693597920,FIN,Finance
3693597920,SALE,Sales
3693597929,PRDM,Product Management
3693597929,DSGN,Design
3693597929,PROD,Product Management
3693597967,MGMT,Management
3693597967,MNFC,Manufacturing
3693598164,OTHR,Other
3693598293,MGMT,Management
3693598293,MNFC,Manufacturing
3693598314,SALE,Sales
3693598314,BD,Business Development
3693598377,MGMT,Management
3693598377,MNFC,Manufacturing
3693598412,MGMT,Management
3693598412,MNFC,Manufacturing
3693598439,QA,Quality Assurance
3693598439,IT,Information Technology
3693598439,ENG,Engineering
3693598442,HR,Human Resources
3693598442,IT,Information Technology
3693598456,MNFC,Manufacturing
3693598456,OTHR,Other
3693598457,HR,Human Resources
3693598457,IT,Information Technology
3693598458,OTHR,Other
3693598458,MNFC,Manufacturing
3693598459,PR,Public Relations
3693598459,MRKT,Marketing
3693598462,IT,Information Technology
3693598488,MGMT,Management
3693598488,MNFC,Manufacturing
3693598490,HCPR,Healthcare
3693598514,MGMT,Management
3693598514,MNFC,Manufacturing
3693598526,OTHR,Other
3693598550,EDU,Education
3693598550,TRNG,Training
3693598552,MGMT,Management
3693598552,MNFC,Manufacturing
3693598553,FIN,Finance
3693598553,ACCT,Accounting
3693598553,ANLS,Analytics
3693598557,MGMT,Management
3693598559,ENG,Engineering
3693598559,IT,Information Technology
3693598569,ACCT,Accounting
3693598569,FIN,Finance
3693598579,MGMT,Management
3693598587,FIN,Finance
3693598587,SALE,Sales
3693598597,IT,Information Technology
3693598613,SALE,Sales
3693598613,BD,Business Development
3693598634,MGMT,Management
3693598634,MNFC,Manufacturing
3693598666,CNSL,Consulting
3693598666,SCI,Science
3693598666,OTHR,Other
3693598670,SALE,Sales
3693598670,BD,Business Development
3693598675,LGL,Legal
3693598686,ADVR,Advertising
3693598686,PR,Public Relations
3693598686,MRKT,Marketing
3693598687,ADVR,Advertising
3693598687,PR,Public Relations
3693598687,MRKT,Marketing
3693598693,EDU,Education
3693598693,TRNG,Training
3693598697,DSGN,Design
3693598697,ART,Arts
3693598697,IT,Information Technology
3693598699,ENG,Engineering
3693598699,IT,Information Technology
3693598706,MGMT,Management
3693598706,MNFC,Manufacturing
3693598707,MNFC,Manufacturing
3693598716,MGMT,Management
3693598716,MNFC,Manufacturing
3693598717,ACCT,Accounting
3693598717,FIN,Finance
3693598740,IT,Information Technology
3693598749,HCPR,Healthcare
3693598753,FIN,Finance
3693598753,ANLS,Analytics
3693598753,RSCH,Research
3693598760,IT,Information Technology
3693598767,ADM,Administration
3693598787,ENG,Engineering
3693598787,IT,Information Technology
3693598787,PRJM,Project Management
3693598799,HCPR,Healthcare
3693598802,MGMT,Management
3693598802,SUPL,Supply Chain
3693598802,ADM,Administration
3693598839,ENG,Engineering
3693598839,IT,Information Technology
3693598840,OTHR,Other
3693598847,MGMT,Management
3693598847,MNFC,Manufacturing
3693598848,DSGN,Design
3693598848,ART,Arts
3693598848,IT,Information Technology
3693598861,LGL,Legal
3693598866,LGL,Legal
3693598875,SALE,Sales
3693598875,MGMT,Management
3693598880,ANLS,Analytics
3693598880,SUPL,Supply Chain
3693598886,IT,Information Technology
3693598905,IT,Information Technology
3693598982,IT,Information Technology
3693598982,MGMT,Management
3693599172,BD,Business Development
3693599172,SALE,Sales
3693599239,RSCH,Research
3693599239,ANLS,Analytics
3693599239,IT,Information Technology
3693599255,PRCH,Procurement
3693599255,SUPL,Supply Chain
3693599255,IT,Information Technology
3693599256,MGMT,Management
3693599256,DIST,Distribution
3693599256,SUPL,Supply Chain
3693599266,HCPR,Healthcare
3693599268,CNSL,Consulting
3693599268,IT,Information Technology
3693599268,ENG,Engineering
3693599271,PRJM,Project Management
3693599271,MGMT,Management
3693599271,PRDM,Product Management
3693599275,MGMT,Management
3693599275,DIST,Distribution
3693599275,SUPL,Supply Chain
3693599278,IT,Information Technology
3693599278,CNSL,Consulting
3693599278,ENG,Engineering
3693599282,IT,Information Technology
3693599282,CNSL,Consulting
3693599282,ENG,Engineering
3693599283,FIN,Finance
3693599283,IT,Information Technology
3693599283,ACCT,Accounting
3693599285,MGMT,Management
3693599285,DIST,Distribution
3693599285,SUPL,Supply Chain
3693599304,QA,Quality Assurance
3693599369,MGMT,Management
3693599369,MNFC,Manufacturing
3693599379,PRJM,Project Management
3693599379,IT,Information Technology
3693599392,ADM,Administration
3693599392,CUST,Customer Service
3693599396,DSGN,Design
3693599396,ART,Arts
3693599396,IT,Information Technology
3693599415,ACCT,Accounting
3693599415,FIN,Finance
3693599417,ACCT,Accounting
3693599457,IT,Information Technology
3693599464,ACCT,Accounting
3693599464,FIN,Finance
3693599464,LGL,Legal
3693599469,IT,Information Technology
3693599499,MGMT,Management
3693599504,LGL,Legal
3693599512,ENG,Engineering
3693599512,IT,Information Technology
3693599514,OTHR,Other
3693599516,IT,Information Technology
3693599520,RSCH,Research
3693599523,SALE,Sales
3693599523,BD,Business Development
3693599526,IT,Information Technology
3693599539,ACCT,Accounting
3693599539,FIN,Finance
3693599542,DSGN,Design
3693599542,ART,Arts
3693599542,IT,Information Technology
3693599553,MGMT,Management
3693599553,MNFC,Manufacturing
3693599557,MRKT,Marketing
3693599557,SALE,Sales
3693599560,ENG,Engineering
3693599560,IT,Information Technology
3693599565,ACCT,Accounting
3693599565,FIN,Finance
3693598798,SALE,Sales
3693598798,MGMT,Management
3693599589,MRKT,Marketing
3693599589,SALE,Sales
3693599594,HCPR,Healthcare
3693599604,MGMT,Management
3693599604,MNFC,Manufacturing
3693599609,ACCT,Accounting
3693599611,ACCT,Accounting
3693599611,FIN,Finance
3693599621,MGMT,Management
3693599621,MNFC,Manufacturing
3693599669,ADM,Administration
3693599674,ACCT,Accounting
3693599674,ANLS,Analytics
3693599674,FIN,Finance
3693599681,CUST,Customer Service
3693599683,BD,Business Development
3693599683,SALE,Sales
3693599684,IT,Information Technology
3693599684,MRKT,Marketing
3693599684,MGMT,Management
3693599705,HCPR,Healthcare
3693599803,HR,Human Resources
3693599819,HR,Human Resources
3693599826,ACCT,Accounting
3693599836,SALE,Sales
3693599836,BD,Business Development
3693599897,LGL,Legal
3693599910,MRKT,Marketing
3693599910,SALE,Sales
3693599929,ENG,Engineering
3693599929,FIN,Finance
